,time,temperature_2m (°C),rain (mm),snowfall (cm),windspeed_10m (km/h),Unnamed: 5,month,dayofweek,hour,LocationID,passenger_count
301930,2022-08-24 00:00:00,25.5,0.0,0.0,10.1,,8,2,0,103,2.0
302055,2022-08-24 02:00:00,23.4,0.0,0.0,10.1,,8,2,2,103,1.0
302275,2022-08-24 06:00:00,21.0,0.0,0.0,10.7,,8,2,6,103,10.0
302336,2022-08-24 07:00:00,20.8,0.0,0.0,10.7,,8,2,7,103,16.0
302399,2022-08-24 08:00:00,20.3,0.0,0.0,9.4,,8,2,8,103,33.0
302461,2022-08-24 09:00:00,19.7,0.0,0.0,8.3,,8,2,9,103,20.0
302523,2022-08-24 10:00:00,19.2,0.0,0.0,7.6,,8,2,10,103,10.0
302586,2022-08-24 11:00:00,19.3,0.0,0.0,8.7,,8,2,11,103,18.0
302649,2022-08-24 12:00:00,21.9,0.0,0.0,7.3,,8,2,12,103,12.0
302711,2022-08-24 13:00:00,23.7,0.0,0.0,8.6,,8,2,13,103,2.0
302774,2022-08-24 14:00:00,25.4,0.0,0.0,8.9,,8,2,14,103,8.0
302836,2022-08-24 15:00:00,27.1,0.0,0.0,9.5,,8,2,15,103,2.0
302899,2022-08-24 16:00:00,28.4,0.0,0.0,11.2,,8,2,16,103,5.0
302963,2022-08-24 17:00:00,29.2,0.0,0.0,10.2,,8,2,17,103,5.0
303028,2022-08-24 18:00:00,30.1,0.0,0.0,9.3,,8,2,18,103,1.0
303091,2022-08-24 19:00:00,30.4,0.0,0.0,9.3,,8,2,19,103,1.0
303216,2022-08-24 21:00:00,30.6,0.0,0.0,8.8,,8,2,21,103,1.0
303340,2022-08-24 23:00:00,27.8,0.0,0.0,4.5,,8,2,23,103,1.0
303404,2022-08-25 00:00:00,26.1,0.0,0.0,4.9,,8,3,0,103,1.0
303467,2022-08-25 01:00:00,24.8,0.0,0.0,5.5,,8,3,1,103,1.0
303756,2022-08-25 06:00:00,21.8,0.0,0.0,8.7,,8,3,6,103,1.0
303818,2022-08-25 07:00:00,21.2,0.0,0.0,8.7,,8,3,7,103,33.0
303879,2022-08-25 08:00:00,20.7,0.0,0.0,9.3,,8,3,8,103,25.0
303941,2022-08-25 09:00:00,20.3,0.0,0.0,8.0,,8,3,9,103,22.0
304003,2022-08-25 10:00:00,19.8,0.0,0.0,6.0,,8,3,10,103,15.0
304068,2022-08-25 11:00:00,19.9,0.0,0.0,7.2,,8,3,11,103,7.0
304132,2022-08-25 12:00:00,22.9,0.0,0.0,5.4,,8,3,12,103,9.0
304195,2022-08-25 13:00:00,25.4,0.0,0.0,5.8,,8,3,13,103,7.0
304259,2022-08-25 14:00:00,27.2,0.0,0.0,6.4,,8,3,14,103,1.0
304323,2022-08-25 15:00:00,28.6,0.0,0.0,5.6,,8,3,15,103,12.0
304386,2022-08-25 16:00:00,29.6,0.0,0.0,5.4,,8,3,16,103,2.0
304449,2022-08-25 17:00:00,30.5,0.0,0.0,2.8,,8,3,17,103,1.0
304511,2022-08-25 18:00:00,31.0,0.0,0.0,1.1,,8,3,18,103,2.0
304575,2022-08-25 19:00:00,31.2,0.0,0.0,3.2,,8,3,19,103,5.0
304700,2022-08-25 21:00:00,30.6,0.0,0.0,11.8,,8,3,21,103,3.0
305184,2022-08-26 05:00:00,23.7,0.0,0.0,10.4,,8,4,5,103,3.0
305245,2022-08-26 06:00:00,23.4,0.0,0.0,9.7,,8,4,6,103,7.0
305306,2022-08-26 07:00:00,23.0,0.0,0.0,8.6,,8,4,7,103,13.0
305368,2022-08-26 08:00:00,22.4,0.0,0.0,7.7,,8,4,8,103,24.0
305430,2022-08-26 09:00:00,21.9,0.0,0.0,7.6,,8,4,9,103,21.0
305493,2022-08-26 10:00:00,21.6,0.0,0.0,5.6,,8,4,10,103,13.0
305557,2022-08-26 11:00:00,21.7,0.0,0.0,5.9,,8,4,11,103,13.0
305619,2022-08-26 12:00:00,24.0,0.0,0.0,4.3,,8,4,12,103,20.0
305681,2022-08-26 13:00:00,25.7,0.0,0.0,4.7,,8,4,13,103,8.0
305743,2022-08-26 14:00:00,27.2,0.0,0.0,7.4,,8,4,14,103,9.0
305806,2022-08-26 15:00:00,28.2,0.1,0.0,10.8,,8,4,15,103,3.0
305870,2022-08-26 16:00:00,29.2,0.2,0.0,11.7,,8,4,16,103,2.0
305933,2022-08-26 17:00:00,30.0,0.1,0.0,13.8,,8,4,17,103,1.0
305996,2022-08-26 18:00:00,30.0,0.1,0.0,15.5,,8,4,18,103,6.0
306059,2022-08-26 19:00:00,29.2,0.9,0.0,14.3,,8,4,19,103,1.0
306122,2022-08-26 20:00:00,29.2,0.6,0.0,16.2,,8,4,20,103,1.0
306185,2022-08-26 21:00:00,27.8,1.9,0.0,15.8,,8,4,21,103,4.0
306308,2022-08-26 23:00:00,26.1,0.0,0.0,6.9,,8,4,23,103,2.0
306433,2022-08-27 01:00:00,25.1,0.0,0.0,8.7,,8,5,1,103,1.0
306734,2022-08-27 06:00:00,22.0,0.0,0.0,6.2,,8,5,6,103,1.0
306796,2022-08-27 07:00:00,21.4,0.0,0.0,6.1,,8,5,7,103,23.0
306860,2022-08-27 08:00:00,21.1,0.0,0.0,5.8,,8,5,8,103,19.0
306922,2022-08-27 09:00:00,20.9,0.0,0.0,5.6,,8,5,9,103,18.0
306984,2022-08-27 10:00:00,20.9,0.0,0.0,7.9,,8,5,10,103,23.0
307045,2022-08-27 11:00:00,20.9,0.0,0.0,9.4,,8,5,11,103,11.0
307108,2022-08-27 12:00:00,21.5,0.0,0.0,10.1,,8,5,12,103,14.0
307171,2022-08-27 13:00:00,22.6,0.0,0.0,10.1,,8,5,13,103,7.0
307236,2022-08-27 14:00:00,24.0,0.0,0.0,9.8,,8,5,14,103,6.0
307300,2022-08-27 15:00:00,25.5,0.0,0.0,7.9,,8,5,15,103,8.0
307364,2022-08-27 16:00:00,26.9,0.0,0.0,5.8,,8,5,16,103,19.0
307427,2022-08-27 17:00:00,28.0,0.0,0.0,5.0,,8,5,17,103,13.0
307492,2022-08-27 18:00:00,28.6,0.0,0.0,4.3,,8,5,18,103,3.0
307679,2022-08-27 21:00:00,28.9,0.0,0.0,9.4,,8,5,21,103,1.0
307866,2022-08-28 00:00:00,25.8,0.0,0.0,3.9,,8,6,0,103,4.0
307930,2022-08-28 01:00:00,25.0,0.0,0.0,3.1,,8,6,1,103,2.0
307993,2022-08-28 02:00:00,24.3,0.0,0.0,3.5,,8,6,2,103,5.0
308231,2022-08-28 06:00:00,22.3,0.1,0.0,8.6,,8,6,6,103,1.0
308293,2022-08-28 07:00:00,22.0,0.0,0.0,10.9,,8,6,7,103,7.0
308354,2022-08-28 08:00:00,21.9,0.0,0.0,11.4,,8,6,8,103,24.0
308417,2022-08-28 09:00:00,21.8,0.0,0.0,8.1,,8,6,9,103,18.0
308479,2022-08-28 10:00:00,21.7,0.0,0.0,10.7,,8,6,10,103,16.0
308541,2022-08-28 11:00:00,21.8,0.0,0.0,11.2,,8,6,11,103,20.0
308605,2022-08-28 12:00:00,22.4,0.0,0.0,13.1,,8,6,12,103,12.0
308669,2022-08-28 13:00:00,23.5,0.0,0.0,13.0,,8,6,13,103,14.0
308732,2022-08-28 14:00:00,24.5,0.1,0.0,11.9,,8,6,14,103,10.0
308794,2022-08-28 15:00:00,25.1,0.6,0.0,10.9,,8,6,15,103,11.0
308856,2022-08-28 16:00:00,25.2,0.4,0.0,10.0,,8,6,16,103,9.0
308920,2022-08-28 17:00:00,25.8,0.1,0.0,9.8,,8,6,17,103,7.0
308982,2022-08-28 18:00:00,25.8,0.6,0.0,10.2,,8,6,18,103,6.0
309044,2022-08-28 19:00:00,26.2,0.0,0.0,10.4,,8,6,19,103,2.0
309107,2022-08-28 20:00:00,26.4,0.2,0.0,10.8,,8,6,20,103,1.0
309169,2022-08-28 21:00:00,26.2,0.2,0.0,12.6,,8,6,21,103,1.0
309693,2022-08-29 06:00:00,21.8,0.0,0.0,6.6,,8,0,6,103,9.0
309753,2022-08-29 07:00:00,21.9,0.0,0.0,5.1,,8,0,7,103,16.0
309817,2022-08-29 08:00:00,21.6,0.1,0.0,3.8,,8,0,8,103,8.0
309880,2022-08-29 09:00:00,21.5,0.0,0.0,3.8,,8,0,9,103,12.0
309944,2022-08-29 10:00:00,21.5,0.0,0.0,3.2,,8,0,10,103,20.0
310005,2022-08-29 11:00:00,21.9,0.0,0.0,3.4,,8,0,11,103,16.0
310068,2022-08-29 12:00:00,23.1,0.0,0.0,2.7,,8,0,12,103,12.0
310130,2022-08-29 13:00:00,24.7,0.1,0.0,4.9,,8,0,13,103,3.0
310194,2022-08-29 14:00:00,26.0,0.1,0.0,5.9,,8,0,14,103,3.0
310258,2022-08-29 15:00:00,27.1,0.0,0.0,7.6,,8,0,15,103,14.0
310323,2022-08-29 16:00:00,27.8,0.0,0.0,9.2,,8,0,16,103,6.0
310389,2022-08-29 17:00:00,28.7,0.1,0.0,10.2,,8,0,17,103,1.0
310515,2022-08-29 19:00:00,29.7,0.0,0.0,12.7,,8,0,19,103,1.0
310577,2022-08-29 20:00:00,29.1,0.0,0.0,14.0,,8,0,20,103,2.0
310640,2022-08-29 21:00:00,28.3,0.0,0.0,16.4,,8,0,21,103,1.0
310702,2022-08-29 22:00:00,27.4,0.0,0.0,15.5,,8,0,22,103,1.0
311160,2022-08-30 06:00:00,22.4,0.0,0.0,10.0,,8,1,6,103,5.0
311224,2022-08-30 07:00:00,22.2,0.0,0.0,10.4,,8,1,7,103,9.0
311287,2022-08-30 08:00:00,22.0,0.0,0.0,10.5,,8,1,8,103,12.0
311349,2022-08-30 09:00:00,21.8,0.0,0.0,10.5,,8,1,9,103,13.0
311409,2022-08-30 10:00:00,21.7,0.0,0.0,5.0,,8,1,10,103,23.0
311472,2022-08-30 11:00:00,21.7,0.0,0.0,7.6,,8,1,11,103,15.0
311536,2022-08-30 12:00:00,23.4,0.0,0.0,9.8,,8,1,12,103,15.0
311601,2022-08-30 13:00:00,25.0,0.0,0.0,10.8,,8,1,13,103,7.0
311664,2022-08-30 14:00:00,26.9,0.0,0.0,11.3,,8,1,14,103,3.0
311792,2022-08-30 16:00:00,29.6,0.0,0.0,11.6,,8,1,16,103,3.0
311853,2022-08-30 17:00:00,30.6,0.0,0.0,13.8,,8,1,17,103,7.0
311915,2022-08-30 18:00:00,30.6,0.0,0.0,17.0,,8,1,18,103,2.0
311978,2022-08-30 19:00:00,30.1,0.1,0.0,18.7,,8,1,19,103,1.0
312163,2022-08-30 22:00:00,28.4,0.0,0.0,19.8,,8,1,22,103,3.0
312562,2022-08-31 05:00:00,22.3,1.2,0.0,10.2,,8,2,5,103,1.0
312623,2022-08-31 06:00:00,22.1,0.2,0.0,8.2,,8,2,6,103,4.0
312685,2022-08-31 07:00:00,21.7,0.0,0.0,6.4,,8,2,7,103,7.0
312749,2022-08-31 08:00:00,21.2,0.0,0.0,8.3,,8,2,8,103,18.0
312812,2022-08-31 09:00:00,20.6,0.0,0.0,8.7,,8,2,9,103,19.0
312873,2022-08-31 10:00:00,20.2,0.0,0.0,7.6,,8,2,10,103,2.0
312937,2022-08-31 11:00:00,20.1,0.0,0.0,9.0,,8,2,11,103,8.0
313001,2022-08-31 12:00:00,21.0,0.0,0.0,10.0,,8,2,12,103,7.0
313125,2022-08-31 14:00:00,23.6,0.0,0.0,12.8,,8,2,14,103,3.0
313187,2022-08-31 15:00:00,25.0,0.0,0.0,12.0,,8,2,15,103,1.0
313252,2022-08-31 16:00:00,26.3,0.0,0.0,13.8,,8,2,16,103,1.0
313316,2022-08-31 17:00:00,27.2,0.0,0.0,16.2,,8,2,17,103,2.0
313379,2022-08-31 18:00:00,27.9,0.0,0.0,17.0,,8,2,18,103,1.0
313442,2022-08-31 19:00:00,28.5,0.0,0.0,17.5,,8,2,19,103,1.0
313505,2022-08-31 20:00:00,28.1,0.0,0.0,17.2,,8,2,20,103,4.0
313568,2022-08-31 21:00:00,27.8,0.0,0.0,16.2,,8,2,21,103,5.0
313633,2022-08-31 22:00:00,27.2,0.0,0.0,15.0,,8,2,22,103,2.0
314039,2022-09-01 05:00:00,20.3,0.0,0.0,13.0,,9,3,5,103,1.0
314101,2022-09-01 06:00:00,20.0,0.0,0.0,14.4,,9,3,6,103,3.0
314162,2022-09-01 07:00:00,19.9,0.0,0.0,14.0,,9,3,7,103,13.0
314226,2022-09-01 08:00:00,19.6,0.0,0.0,13.8,,9,3,8,103,18.0
314287,2022-09-01 09:00:00,19.5,0.0,0.0,13.4,,9,3,9,103,11.0
314352,2022-09-01 10:00:00,19.3,0.0,0.0,13.4,,9,3,10,103,24.0
314413,2022-09-01 11:00:00,19.2,0.0,0.0,11.9,,9,3,11,103,13.0
314476,2022-09-01 12:00:00,20.9,0.0,0.0,8.6,,9,3,12,103,18.0
314539,2022-09-01 13:00:00,23.0,0.0,0.0,9.7,,9,3,13,103,10.0
314602,2022-09-01 14:00:00,24.6,0.0,0.0,12.2,,9,3,14,103,4.0
314665,2022-09-01 15:00:00,25.8,0.0,0.0,14.0,,9,3,15,103,1.0
314727,2022-09-01 16:00:00,26.7,0.0,0.0,14.8,,9,3,16,103,2.0
314790,2022-09-01 17:00:00,27.5,0.0,0.0,14.3,,9,3,17,103,3.0
314855,2022-09-01 18:00:00,28.3,0.0,0.0,14.3,,9,3,18,103,1.0
314918,2022-09-01 19:00:00,28.8,0.0,0.0,15.2,,9,3,19,103,1.0
315044,2022-09-01 21:00:00,28.8,0.0,0.0,15.5,,9,3,21,103,3.0
315107,2022-09-01 22:00:00,28.0,0.0,0.0,13.6,,9,3,22,103,1.0
315171,2022-09-01 23:00:00,26.2,0.0,0.0,11.1,,9,3,23,103,2.0
315235,2022-09-02 00:00:00,24.2,0.0,0.0,11.6,,9,4,0,103,1.0
315417,2022-09-02 03:00:00,20.8,0.0,0.0,13.4,,9,4,3,103,1.0
315594,2022-09-02 06:00:00,18.1,0.0,0.0,12.2,,9,4,6,103,5.0
315657,2022-09-02 07:00:00,17.4,0.0,0.0,12.3,,9,4,7,103,13.0
315717,2022-09-02 08:00:00,16.8,0.0,0.0,12.0,,9,4,8,103,17.0
315780,2022-09-02 09:00:00,16.2,0.0,0.0,11.1,,9,4,9,103,24.0
315843,2022-09-02 10:00:00,15.7,0.0,0.0,11.0,,9,4,10,103,15.0
315906,2022-09-02 11:00:00,15.7,0.0,0.0,10.6,,9,4,11,103,20.0
315970,2022-09-02 12:00:00,17.3,0.0,0.0,10.8,,9,4,12,103,10.0
316033,2022-09-02 13:00:00,19.0,0.0,0.0,10.2,,9,4,13,103,18.0
316096,2022-09-02 14:00:00,20.6,0.0,0.0,8.9,,9,4,14,103,5.0
316159,2022-09-02 15:00:00,22.0,0.0,0.0,7.0,,9,4,15,103,8.0
316223,2022-09-02 16:00:00,23.3,0.0,0.0,6.8,,9,4,16,103,1.0
316286,2022-09-02 17:00:00,24.3,0.0,0.0,7.3,,9,4,17,103,1.0
316349,2022-09-02 18:00:00,25.1,0.0,0.0,7.9,,9,4,18,103,4.0
316414,2022-09-02 19:00:00,25.0,0.0,0.0,8.1,,9,4,19,103,2.0
316539,2022-09-02 21:00:00,24.8,0.0,0.0,9.8,,9,4,21,103,4.0
316665,2022-09-02 23:00:00,22.7,0.0,0.0,10.1,,9,4,23,103,7.0
316728,2022-09-03 00:00:00,21.4,0.0,0.0,10.1,,9,5,0,103,6.0
316792,2022-09-03 01:00:00,20.6,0.0,0.0,8.2,,9,5,1,103,3.0
316855,2022-09-03 02:00:00,19.9,0.0,0.0,6.1,,9,5,2,103,1.0
317095,2022-09-03 06:00:00,17.6,0.0,0.0,5.8,,9,5,6,103,1.0
317153,2022-09-03 07:00:00,17.4,0.0,0.0,5.2,,9,5,7,103,25.0
317214,2022-09-03 08:00:00,18.1,0.0,0.0,4.1,,9,5,8,103,35.0
317277,2022-09-03 09:00:00,19.1,0.0,0.0,4.3,,9,5,9,103,14.0
317340,2022-09-03 10:00:00,17.8,0.0,0.0,4.6,,9,5,10,103,32.0
317402,2022-09-03 11:00:00,17.4,0.0,0.0,5.9,,9,5,11,103,27.0
317466,2022-09-03 12:00:00,19.9,0.0,0.0,6.0,,9,5,12,103,18.0
317531,2022-09-03 13:00:00,21.9,0.0,0.0,4.0,,9,5,13,103,13.0
317594,2022-09-03 14:00:00,23.2,0.0,0.0,1.9,,9,5,14,103,13.0
317658,2022-09-03 15:00:00,24.4,0.0,0.0,1.5,,9,5,15,103,3.0
317724,2022-09-03 16:00:00,25.6,0.0,0.0,2.7,,9,5,16,103,6.0
317788,2022-09-03 17:00:00,26.6,0.0,0.0,4.4,,9,5,17,103,1.0
317851,2022-09-03 18:00:00,27.7,0.0,0.0,4.7,,9,5,18,103,5.0
317980,2022-09-03 20:00:00,26.6,0.0,0.0,6.1,,9,5,20,103,1.0
318043,2022-09-03 21:00:00,25.8,0.0,0.0,7.2,,9,5,21,103,2.0
318168,2022-09-03 23:00:00,23.7,0.0,0.0,12.1,,9,5,23,103,2.0
318354,2022-09-04 02:00:00,21.1,0.0,0.0,9.2,,9,6,2,103,1.0
318651,2022-09-04 07:00:00,19.9,0.0,0.0,7.8,,9,6,7,103,21.0
318714,2022-09-04 08:00:00,20.0,0.0,0.0,7.2,,9,6,8,103,31.0
318777,2022-09-04 09:00:00,20.1,0.0,0.0,7.1,,9,6,9,103,17.0
318840,2022-09-04 10:00:00,20.1,0.0,0.0,7.4,,9,6,10,103,23.0
318903,2022-09-04 11:00:00,20.3,0.0,0.0,7.7,,9,6,11,103,20.0
318965,2022-09-04 12:00:00,21.3,0.0,0.0,7.9,,9,6,12,103,19.0
319027,2022-09-04 13:00:00,22.8,0.0,0.0,9.4,,9,6,13,103,16.0
319091,2022-09-04 14:00:00,24.3,0.0,0.0,8.4,,9,6,14,103,18.0
319154,2022-09-04 15:00:00,25.9,0.0,0.0,7.3,,9,6,15,103,1.0
319217,2022-09-04 16:00:00,27.9,0.0,0.0,6.2,,9,6,16,103,9.0
319280,2022-09-04 17:00:00,29.4,0.0,0.0,5.9,,9,6,17,103,2.0
319344,2022-09-04 18:00:00,30.6,0.0,0.0,5.7,,9,6,18,103,5.0
320069,2022-09-05 06:00:00,22.4,0.0,0.0,1.9,,9,0,6,103,4.0
320131,2022-09-05 07:00:00,22.4,0.7,0.0,2.6,,9,0,7,103,4.0
320193,2022-09-05 08:00:00,22.1,0.7,0.0,2.9,,9,0,8,103,20.0
320255,2022-09-05 09:00:00,21.9,0.4,0.0,3.7,,9,0,9,103,13.0
320316,2022-09-05 10:00:00,21.9,0.1,0.0,4.9,,9,0,10,103,35.0
320379,2022-09-05 11:00:00,21.9,0.0,0.0,2.9,,9,0,11,103,30.0
320441,2022-09-05 12:00:00,22.1,0.0,0.0,1.5,,9,0,12,103,13.0
320503,2022-09-05 13:00:00,23.0,0.0,0.0,0.0,,9,0,13,103,7.0
320565,2022-09-05 14:00:00,24.1,0.0,0.0,0.8,,9,0,14,103,5.0
320628,2022-09-05 15:00:00,24.9,0.0,0.0,1.9,,9,0,15,103,13.0
320692,2022-09-05 16:00:00,25.8,0.1,0.0,2.9,,9,0,16,103,1.0
320755,2022-09-05 17:00:00,27.1,0.0,0.0,4.5,,9,0,17,103,5.0
320817,2022-09-05 18:00:00,27.7,0.0,0.0,5.8,,9,0,18,103,2.0
320880,2022-09-05 19:00:00,27.1,0.1,0.0,6.2,,9,0,19,103,1.0
320943,2022-09-05 20:00:00,27.2,0.0,0.0,6.6,,9,0,20,103,5.0
321007,2022-09-05 21:00:00,27.1,0.0,0.0,6.6,,9,0,21,103,1.0
321257,2022-09-06 01:00:00,23.9,0.4,0.0,6.7,,9,1,1,103,1.0
321464,2022-09-06 05:00:00,22.5,0.2,0.0,6.2,,9,1,5,103,1.0
321528,2022-09-06 06:00:00,22.4,0.3,0.0,7.6,,9,1,6,103,2.0
321589,2022-09-06 07:00:00,21.9,0.3,0.0,8.3,,9,1,7,103,8.0
321651,2022-09-06 08:00:00,22.1,0.0,0.0,8.8,,9,1,8,103,9.0
321714,2022-09-06 09:00:00,22.0,0.3,0.0,9.9,,9,1,9,103,7.0
321776,2022-09-06 10:00:00,21.7,0.7,0.0,8.1,,9,1,10,103,4.0
321901,2022-09-06 12:00:00,21.7,1.6,0.0,9.0,,9,1,12,103,8.0
321962,2022-09-06 13:00:00,21.0,2.2,0.0,8.3,,9,1,13,103,3.0
322026,2022-09-06 14:00:00,20.6,1.8,0.0,9.8,,9,1,14,103,4.0
322089,2022-09-06 15:00:00,20.3,1.2,0.0,8.5,,9,1,15,103,4.0
322213,2022-09-06 17:00:00,20.3,3.2,0.0,8.2,,9,1,17,103,5.0
322276,2022-09-06 18:00:00,20.2,2.7,0.0,9.2,,9,1,18,103,2.0
322341,2022-09-06 19:00:00,21.4,1.3,0.0,11.5,,9,1,19,103,1.0
322405,2022-09-06 20:00:00,22.0,0.7,0.0,12.6,,9,1,20,103,3.0
322988,2022-09-07 06:00:00,18.9,0.0,0.0,17.3,,9,2,6,103,3.0
323050,2022-09-07 07:00:00,18.8,0.0,0.0,16.8,,9,2,7,103,9.0
323113,2022-09-07 08:00:00,18.4,0.1,0.0,16.6,,9,2,8,103,11.0
323174,2022-09-07 09:00:00,18.2,0.1,0.0,17.1,,9,2,9,103,12.0
323238,2022-09-07 10:00:00,18.2,0.0,0.0,12.0,,9,2,10,103,3.0
323300,2022-09-07 11:00:00,18.1,0.0,0.0,13.2,,9,2,11,103,5.0
323363,2022-09-07 12:00:00,18.3,0.0,0.0,13.4,,9,2,12,103,1.0
323427,2022-09-07 13:00:00,18.7,0.1,0.0,14.9,,9,2,13,103,8.0
323489,2022-09-07 14:00:00,19.4,0.1,0.0,14.7,,9,2,14,103,6.0
323553,2022-09-07 15:00:00,20.4,0.1,0.0,14.5,,9,2,15,103,1.0
323679,2022-09-07 17:00:00,22.3,0.1,0.0,14.9,,9,2,17,103,1.0
323741,2022-09-07 18:00:00,22.6,0.1,0.0,14.7,,9,2,18,103,2.0
323804,2022-09-07 19:00:00,20.6,0.3,0.0,13.9,,9,2,19,103,4.0
323867,2022-09-07 20:00:00,20.7,0.2,0.0,14.8,,9,2,20,103,1.0
324120,2022-09-08 00:00:00,19.4,0.1,0.0,8.9,,9,3,0,103,2.0
324242,2022-09-08 02:00:00,18.8,0.3,0.0,7.8,,9,3,2,103,1.0
324412,2022-09-08 05:00:00,18.2,0.0,0.0,7.5,,9,3,5,103,1.0
324473,2022-09-08 06:00:00,18.0,0.0,0.0,8.8,,9,3,6,103,6.0
324537,2022-09-08 07:00:00,18.3,0.0,0.0,9.5,,9,3,7,103,10.0
324600,2022-09-08 08:00:00,18.1,0.0,0.0,9.8,,9,3,8,103,13.0
324663,2022-09-08 09:00:00,17.7,0.0,0.0,9.8,,9,3,9,103,24.0
324726,2022-09-08 10:00:00,17.5,0.0,0.0,8.3,,9,3,10,103,10.0
324789,2022-09-08 11:00:00,17.4,0.0,0.0,9.5,,9,3,11,103,12.0
324852,2022-09-08 12:00:00,18.2,0.0,0.0,9.2,,9,3,12,103,27.0
324915,2022-09-08 13:00:00,19.0,0.0,0.0,9.4,,9,3,13,103,9.0
324977,2022-09-08 14:00:00,19.9,0.0,0.0,11.6,,9,3,14,103,2.0
325039,2022-09-08 15:00:00,21.4,0.1,0.0,15.1,,9,3,15,103,3.0
325166,2022-09-08 17:00:00,22.9,0.0,0.0,12.3,,9,3,17,103,1.0
325229,2022-09-08 18:00:00,23.2,0.0,0.0,11.4,,9,3,18,103,1.0
325294,2022-09-08 19:00:00,23.2,0.0,0.0,10.9,,9,3,19,103,3.0
325360,2022-09-08 20:00:00,23.6,0.0,0.0,10.2,,9,3,20,103,2.0
325423,2022-09-08 21:00:00,23.4,0.0,0.0,9.4,,9,3,21,103,2.0
325487,2022-09-08 22:00:00,23.1,0.0,0.0,4.3,,9,3,22,103,3.0
325551,2022-09-08 23:00:00,22.4,0.0,0.0,3.3,,9,3,23,103,1.0
325676,2022-09-09 01:00:00,21.0,0.0,0.0,5.1,,9,4,1,103,1.0
325799,2022-09-09 03:00:00,18.8,0.0,0.0,4.7,,9,4,3,103,1.0
325920,2022-09-09 05:00:00,17.0,0.0,0.0,3.3,,9,4,5,103,1.0
325981,2022-09-09 06:00:00,16.4,0.0,0.0,4.7,,9,4,6,103,3.0
326042,2022-09-09 07:00:00,16.6,0.0,0.0,4.9,,9,4,7,103,12.0
326104,2022-09-09 08:00:00,16.0,0.0,0.0,6.0,,9,4,8,103,16.0
326168,2022-09-09 09:00:00,15.8,0.0,0.0,6.9,,9,4,9,103,24.0
326232,2022-09-09 10:00:00,15.6,0.0,0.0,8.2,,9,4,10,103,7.0
326294,2022-09-09 11:00:00,15.5,0.0,0.0,8.7,,9,4,11,103,12.0
326356,2022-09-09 12:00:00,17.7,0.0,0.0,7.9,,9,4,12,103,3.0
326419,2022-09-09 13:00:00,19.4,0.0,0.0,8.7,,9,4,13,103,4.0
326481,2022-09-09 14:00:00,20.9,0.0,0.0,9.7,,9,4,14,103,8.0
326545,2022-09-09 15:00:00,22.4,0.0,0.0,9.4,,9,4,15,103,3.0
326609,2022-09-09 16:00:00,23.6,0.0,0.0,8.5,,9,4,16,103,4.0
326672,2022-09-09 17:00:00,24.5,0.0,0.0,7.5,,9,4,17,103,12.0
326797,2022-09-09 19:00:00,25.6,0.0,0.0,7.7,,9,4,19,103,1.0
327045,2022-09-09 23:00:00,23.0,0.0,0.0,6.6,,9,4,23,103,2.0
327110,2022-09-10 00:00:00,21.4,0.0,0.0,7.6,,9,5,0,103,1.0
327174,2022-09-10 01:00:00,19.9,0.0,0.0,7.9,,9,5,1,103,1.0
327540,2022-09-10 07:00:00,16.1,0.0,0.0,5.0,,9,5,7,103,4.0
327601,2022-09-10 08:00:00,15.7,0.0,0.0,6.5,,9,5,8,103,14.0
327664,2022-09-10 09:00:00,15.4,0.0,0.0,6.7,,9,5,9,103,7.0
327727,2022-09-10 10:00:00,16.0,0.0,0.0,4.8,,9,5,10,103,5.0
327791,2022-09-10 11:00:00,16.6,0.0,0.0,4.9,,9,5,11,103,6.0
327854,2022-09-10 12:00:00,17.4,0.0,0.0,3.3,,9,5,12,103,16.0
327918,2022-09-10 13:00:00,20.6,0.0,0.0,2.3,,9,5,13,103,7.0
327981,2022-09-10 14:00:00,23.0,0.0,0.0,2.1,,9,5,14,103,11.0
328045,2022-09-10 15:00:00,24.7,0.0,0.0,1.9,,9,5,15,103,7.0
328110,2022-09-10 16:00:00,25.9,0.0,0.0,3.5,,9,5,16,103,6.0
328173,2022-09-10 17:00:00,26.9,0.0,0.0,5.2,,9,5,17,103,2.0
328236,2022-09-10 18:00:00,27.5,0.0,0.0,5.8,,9,5,18,103,1.0
328299,2022-09-10 19:00:00,27.9,0.0,0.0,6.8,,9,5,19,103,2.0
328424,2022-09-10 21:00:00,27.2,0.0,0.0,9.0,,9,5,21,103,5.0
328488,2022-09-10 22:00:00,25.9,0.0,0.0,7.6,,9,5,22,103,2.0
329041,2022-09-11 07:00:00,18.9,0.0,0.0,7.8,,9,6,7,103,13.0
329104,2022-09-11 08:00:00,18.9,0.2,0.0,6.8,,9,6,8,103,13.0
329168,2022-09-11 09:00:00,18.7,0.1,0.0,5.9,,9,6,9,103,15.0
329230,2022-09-11 10:00:00,18.5,0.1,0.0,4.4,,9,6,10,103,8.0
329292,2022-09-11 11:00:00,18.6,0.0,0.0,4.7,,9,6,11,103,11.0
329355,2022-09-11 12:00:00,19.3,0.0,0.0,5.1,,9,6,12,103,1.0
329419,2022-09-11 13:00:00,19.8,0.0,0.0,4.0,,9,6,13,103,1.0
329483,2022-09-11 14:00:00,20.5,0.1,0.0,3.1,,9,6,14,103,8.0
