,time,temperature_2m (°C),rain (mm),snowfall (cm),windspeed_10m (km/h),Unnamed: 5,month,dayofweek,hour,LocationID,passenger_count
407279,2022-11-03 10:00:00,9.7,0.0,0.0,6.1,,11,3,10,103,17.0
407343,2022-11-03 11:00:00,9.0,0.0,0.0,6.4,,11,3,11,103,12.0
407405,2022-11-03 12:00:00,8.7,0.0,0.0,4.7,,11,3,12,103,5.0
407468,2022-11-03 13:00:00,10.4,0.0,0.0,5.4,,11,3,13,103,2.0
407530,2022-11-03 14:00:00,13.2,0.0,0.0,3.2,,11,3,14,103,5.0
407655,2022-11-03 16:00:00,17.0,0.0,0.0,3.6,,11,3,16,103,4.0
407719,2022-11-03 17:00:00,17.7,0.0,0.0,5.3,,11,3,17,103,2.0
407842,2022-11-03 19:00:00,18.1,0.0,0.0,6.9,,11,3,19,103,4.0
407967,2022-11-03 21:00:00,16.2,0.0,0.0,6.8,,11,3,21,103,1.0
408030,2022-11-03 22:00:00,14.3,0.0,0.0,6.8,,11,3,22,103,7.0
408216,2022-11-04 01:00:00,10.1,0.0,0.0,7.0,,11,4,1,103,1.0
408513,2022-11-04 06:00:00,10.8,0.0,0.0,7.1,,11,4,6,103,2.0
408575,2022-11-04 07:00:00,10.4,0.0,0.0,6.2,,11,4,7,103,3.0
408638,2022-11-04 08:00:00,10.5,0.0,0.0,5.9,,11,4,8,103,10.0
408701,2022-11-04 09:00:00,10.1,0.0,0.0,5.6,,11,4,9,103,15.0
408764,2022-11-04 10:00:00,9.0,0.0,0.0,3.7,,11,4,10,103,10.0
408826,2022-11-04 11:00:00,8.7,0.0,0.0,3.8,,11,4,11,103,16.0
408889,2022-11-04 12:00:00,8.3,0.0,0.0,3.4,,11,4,12,103,10.0
408952,2022-11-04 13:00:00,10.1,0.0,0.0,1.5,,11,4,13,103,5.0
409014,2022-11-04 14:00:00,12.3,0.0,0.0,1.3,,11,4,14,103,7.0
409077,2022-11-04 15:00:00,15.0,0.0,0.0,1.9,,11,4,15,103,2.0
409325,2022-11-04 19:00:00,20.0,0.0,0.0,7.8,,11,4,19,103,3.0
409389,2022-11-04 20:00:00,19.8,0.0,0.0,7.2,,11,4,20,103,1.0
409515,2022-11-04 22:00:00,16.7,0.0,0.0,9.0,,11,4,22,103,1.0
409577,2022-11-04 23:00:00,15.7,0.0,0.0,10.0,,11,4,23,103,1.0
409641,2022-11-05 00:00:00,15.3,0.0,0.0,9.8,,11,5,0,103,1.0
410069,2022-11-05 07:00:00,15.1,0.0,0.0,10.7,,11,5,7,103,4.0
410130,2022-11-05 08:00:00,15.0,0.0,0.0,10.2,,11,5,8,103,15.0
410193,2022-11-05 09:00:00,14.9,0.0,0.0,9.4,,11,5,9,103,17.0
410257,2022-11-05 10:00:00,14.8,0.0,0.0,7.1,,11,5,10,103,14.0
410321,2022-11-05 11:00:00,14.9,0.0,0.0,7.9,,11,5,11,103,23.0
410384,2022-11-05 12:00:00,15.0,0.0,0.0,8.3,,11,5,12,103,15.0
410447,2022-11-05 13:00:00,16.3,0.0,0.0,8.0,,11,5,13,103,10.0
410511,2022-11-05 14:00:00,18.2,0.0,0.0,8.2,,11,5,14,103,15.0
410575,2022-11-05 15:00:00,19.9,0.0,0.0,10.6,,11,5,15,103,2.0
410640,2022-11-05 16:00:00,21.3,0.0,0.0,12.3,,11,5,16,103,1.0
410704,2022-11-05 17:00:00,22.1,0.0,0.0,13.4,,11,5,17,103,9.0
410768,2022-11-05 18:00:00,22.3,0.0,0.0,15.2,,11,5,18,103,8.0
410956,2022-11-05 21:00:00,20.9,0.0,0.0,14.8,,11,5,21,103,3.0
411081,2022-11-05 23:00:00,19.0,0.0,0.0,15.6,,11,5,23,103,4.0
411145,2022-11-06 00:00:00,18.9,0.0,0.0,16.3,,11,6,0,103,3.0
411209,2022-11-06 01:00:00,18.8,0.0,0.0,16.9,,11,6,1,103,9.0
411334,2022-11-06 03:00:00,18.2,0.0,0.0,17.4,,11,6,3,103,1.0
411456,2022-11-06 05:00:00,17.7,0.0,0.0,17.0,,11,6,5,103,24.0
411513,2022-11-06 06:00:00,17.5,0.0,0.0,16.7,,11,6,6,103,41.0
411575,2022-11-06 07:00:00,17.8,0.0,0.0,16.7,,11,6,7,103,67.0
411636,2022-11-06 08:00:00,17.6,0.0,0.0,16.6,,11,6,8,103,19.0
411699,2022-11-06 09:00:00,17.7,0.0,0.0,17.3,,11,6,9,103,5.0
411762,2022-11-06 10:00:00,17.6,0.0,0.0,15.0,,11,6,10,103,6.0
411825,2022-11-06 11:00:00,17.4,0.0,0.0,13.8,,11,6,11,103,2.0
411886,2022-11-06 12:00:00,17.2,0.0,0.0,12.2,,11,6,12,103,4.0
411949,2022-11-06 13:00:00,18.3,0.0,0.0,12.0,,11,6,13,103,4.0
412011,2022-11-06 14:00:00,19.9,0.0,0.0,11.5,,11,6,14,103,5.0
412075,2022-11-06 15:00:00,21.0,0.0,0.0,12.9,,11,6,15,103,3.0
412139,2022-11-06 16:00:00,21.8,0.0,0.0,14.1,,11,6,16,103,2.0
412263,2022-11-06 18:00:00,22.9,0.0,0.0,12.6,,11,6,18,103,1.0
412325,2022-11-06 19:00:00,21.9,0.1,0.0,12.3,,11,6,19,103,2.0
412388,2022-11-06 20:00:00,21.5,0.2,0.0,12.2,,11,6,20,103,1.0
413048,2022-11-07 07:00:00,18.5,0.0,0.0,15.5,,11,0,7,103,5.0
413110,2022-11-07 08:00:00,18.4,0.1,0.0,15.2,,11,0,8,103,8.0
413172,2022-11-07 09:00:00,18.3,0.0,0.0,14.6,,11,0,9,103,15.0
413235,2022-11-07 10:00:00,18.3,0.1,0.0,12.8,,11,0,10,103,17.0
413298,2022-11-07 11:00:00,18.2,0.2,0.0,10.9,,11,0,11,103,27.0
413360,2022-11-07 12:00:00,18.1,0.1,0.0,11.1,,11,0,12,103,9.0
413422,2022-11-07 13:00:00,18.5,0.0,0.0,10.2,,11,0,13,103,11.0
413485,2022-11-07 14:00:00,19.8,0.0,0.0,10.0,,11,0,14,103,9.0
413549,2022-11-07 15:00:00,20.8,0.0,0.0,11.7,,11,0,15,103,9.0
413613,2022-11-07 16:00:00,21.8,0.0,0.0,13.3,,11,0,16,103,7.0
413677,2022-11-07 17:00:00,22.2,0.0,0.0,14.0,,11,0,17,103,2.0
413740,2022-11-07 18:00:00,22.4,0.0,0.0,14.2,,11,0,18,103,2.0
413803,2022-11-07 19:00:00,23.5,0.0,0.0,12.9,,11,0,19,103,6.0
413868,2022-11-07 20:00:00,22.8,0.0,0.0,10.2,,11,0,20,103,1.0
413994,2022-11-07 22:00:00,19.0,0.0,0.0,10.0,,11,0,22,103,1.0
414058,2022-11-07 23:00:00,17.2,0.0,0.0,11.1,,11,0,23,103,2.0
414243,2022-11-08 02:00:00,14.2,0.0,0.0,17.9,,11,1,2,103,1.0
414512,2022-11-08 07:00:00,10.0,0.0,0.0,16.4,,11,1,7,103,4.0
414573,2022-11-08 08:00:00,9.4,0.0,0.0,15.8,,11,1,8,103,6.0
414633,2022-11-08 09:00:00,8.8,0.0,0.0,15.0,,11,1,9,103,14.0
414695,2022-11-08 10:00:00,8.4,0.0,0.0,12.2,,11,1,10,103,19.0
414760,2022-11-08 11:00:00,8.0,0.0,0.0,12.3,,11,1,11,103,6.0
414823,2022-11-08 12:00:00,7.7,0.0,0.0,11.1,,11,1,12,103,4.0
414886,2022-11-08 13:00:00,8.4,0.0,0.0,12.2,,11,1,13,103,5.0
414950,2022-11-08 14:00:00,9.3,0.0,0.0,15.7,,11,1,14,103,4.0
415014,2022-11-08 15:00:00,10.2,0.0,0.0,16.8,,11,1,15,103,13.0
415141,2022-11-08 17:00:00,11.9,0.0,0.0,15.6,,11,1,17,103,2.0
415331,2022-11-08 20:00:00,13.3,0.0,0.0,14.4,,11,1,20,103,1.0
415394,2022-11-08 21:00:00,12.6,0.0,0.0,12.0,,11,1,21,103,1.0
415457,2022-11-08 22:00:00,11.3,0.0,0.0,10.1,,11,1,22,103,2.0
415705,2022-11-09 02:00:00,8.1,0.0,0.0,15.6,,11,2,2,103,1.0
415984,2022-11-09 07:00:00,5.7,0.0,0.0,15.3,,11,2,7,103,2.0
416045,2022-11-09 08:00:00,5.2,0.0,0.0,14.8,,11,2,8,103,4.0
416108,2022-11-09 09:00:00,4.8,0.0,0.0,14.0,,11,2,9,103,10.0
416172,2022-11-09 10:00:00,4.5,0.0,0.0,12.7,,11,2,10,103,22.0
416234,2022-11-09 11:00:00,4.2,0.0,0.0,11.8,,11,2,11,103,11.0
416297,2022-11-09 12:00:00,3.9,0.0,0.0,10.3,,11,2,12,103,5.0
416360,2022-11-09 13:00:00,5.1,0.0,0.0,9.7,,11,2,13,103,2.0
416422,2022-11-09 14:00:00,6.5,0.0,0.0,9.1,,11,2,14,103,9.0
416485,2022-11-09 15:00:00,7.7,0.0,0.0,7.4,,11,2,15,103,14.0
416548,2022-11-09 16:00:00,8.8,0.0,0.0,5.5,,11,2,16,103,3.0
416612,2022-11-09 17:00:00,9.7,0.0,0.0,3.1,,11,2,17,103,1.0
416736,2022-11-09 19:00:00,10.6,0.0,0.0,4.6,,11,2,19,103,2.0
416799,2022-11-09 20:00:00,10.5,0.0,0.0,5.8,,11,2,20,103,5.0
416926,2022-11-09 22:00:00,9.2,0.0,0.0,5.6,,11,2,22,103,1.0
416989,2022-11-09 23:00:00,8.3,0.0,0.0,7.1,,11,2,23,103,1.0
417457,2022-11-10 07:00:00,5.5,0.0,0.0,5.9,,11,3,7,103,5.0
417518,2022-11-10 08:00:00,5.4,0.0,0.0,7.2,,11,3,8,103,16.0
417582,2022-11-10 09:00:00,5.3,0.0,0.0,8.1,,11,3,9,103,12.0
417645,2022-11-10 10:00:00,5.3,0.0,0.0,6.1,,11,3,10,103,12.0
417708,2022-11-10 11:00:00,5.2,0.0,0.0,6.1,,11,3,11,103,17.0
417772,2022-11-10 12:00:00,5.3,0.0,0.0,6.5,,11,3,12,103,7.0
417834,2022-11-10 13:00:00,7.4,0.0,0.0,7.6,,11,3,13,103,5.0
417896,2022-11-10 14:00:00,10.5,0.0,0.0,6.2,,11,3,14,103,3.0
417959,2022-11-10 15:00:00,12.6,0.0,0.0,6.8,,11,3,15,103,5.0
418145,2022-11-10 18:00:00,17.1,0.0,0.0,10.7,,11,3,18,103,1.0
418208,2022-11-10 19:00:00,17.5,0.0,0.0,10.5,,11,3,19,103,1.0
418333,2022-11-10 21:00:00,16.5,0.0,0.0,8.3,,11,3,21,103,2.0
418943,2022-11-11 07:00:00,12.5,0.0,0.0,7.9,,11,4,7,103,1.0
419005,2022-11-11 08:00:00,12.8,0.0,0.0,8.3,,11,4,8,103,11.0
419065,2022-11-11 09:00:00,13.1,0.0,0.0,8.3,,11,4,9,103,18.0
419127,2022-11-11 10:00:00,13.0,0.0,0.0,5.2,,11,4,10,103,5.0
419190,2022-11-11 11:00:00,12.8,0.0,0.0,7.2,,11,4,11,103,8.0
419252,2022-11-11 12:00:00,12.6,0.0,0.0,6.6,,11,4,12,103,3.0
419314,2022-11-11 13:00:00,14.1,0.0,0.0,6.3,,11,4,13,103,12.0
419378,2022-11-11 14:00:00,16.6,0.0,0.0,4.3,,11,4,14,103,1.0
419441,2022-11-11 15:00:00,18.2,0.0,0.0,4.3,,11,4,15,103,1.0
419504,2022-11-11 16:00:00,19.2,0.0,0.0,6.0,,11,4,16,103,1.0
419629,2022-11-11 18:00:00,17.8,1.2,0.0,10.5,,11,4,18,103,1.0
419756,2022-11-11 20:00:00,17.5,1.7,0.0,17.7,,11,4,20,103,4.0
419819,2022-11-11 21:00:00,17.6,2.2,0.0,20.8,,11,4,21,103,5.0
419945,2022-11-11 23:00:00,18.0,2.4,0.0,19.5,,11,4,23,103,4.0
420433,2022-11-12 07:00:00,19.2,0.1,0.0,25.9,,11,5,7,103,1.0
420495,2022-11-12 08:00:00,19.2,0.1,0.0,26.3,,11,5,8,103,15.0
420558,2022-11-12 09:00:00,19.1,0.1,0.0,25.6,,11,5,9,103,22.0
420620,2022-11-12 10:00:00,19.0,0.3,0.0,16.2,,11,5,10,103,17.0
420685,2022-11-12 11:00:00,18.9,0.3,0.0,15.8,,11,5,11,103,28.0
420748,2022-11-12 12:00:00,18.8,0.1,0.0,17.5,,11,5,12,103,14.0
420810,2022-11-12 13:00:00,17.3,0.0,0.0,24.8,,11,5,13,103,6.0
420874,2022-11-12 14:00:00,17.2,0.0,0.0,20.8,,11,5,14,103,10.0
420938,2022-11-12 15:00:00,18.0,0.0,0.0,20.1,,11,5,15,103,7.0
421002,2022-11-12 16:00:00,18.7,0.0,0.0,19.4,,11,5,16,103,1.0
421065,2022-11-12 17:00:00,19.0,0.0,0.0,18.6,,11,5,17,103,1.0
421129,2022-11-12 18:00:00,19.2,0.0,0.0,16.1,,11,5,18,103,5.0
421192,2022-11-12 19:00:00,19.6,0.0,0.0,12.6,,11,5,19,103,3.0
421255,2022-11-12 20:00:00,19.3,0.0,0.0,9.1,,11,5,20,103,2.0
421319,2022-11-12 21:00:00,18.4,0.0,0.0,7.2,,11,5,21,103,1.0
421507,2022-11-13 00:00:00,15.4,0.0,0.0,6.4,,11,6,0,103,1.0
421571,2022-11-13 01:00:00,14.7,0.0,0.0,5.4,,11,6,1,103,3.0
421697,2022-11-13 03:00:00,14.9,0.0,0.0,4.2,,11,6,3,103,1.0
421942,2022-11-13 07:00:00,13.5,0.0,0.0,7.3,,11,6,7,103,5.0
422005,2022-11-13 08:00:00,13.4,0.0,0.0,8.6,,11,6,8,103,7.0
422068,2022-11-13 09:00:00,13.1,0.2,0.0,9.2,,11,6,9,103,18.0
422131,2022-11-13 10:00:00,12.2,0.4,0.0,12.0,,11,6,10,103,17.0
422193,2022-11-13 11:00:00,11.5,0.7,0.0,11.8,,11,6,11,103,13.0
422256,2022-11-13 12:00:00,10.7,0.9,0.0,14.1,,11,6,12,103,3.0
422320,2022-11-13 13:00:00,9.7,0.3,0.0,15.5,,11,6,13,103,2.0
422383,2022-11-13 14:00:00,8.9,0.0,0.0,16.4,,11,6,14,103,1.0
422446,2022-11-13 15:00:00,8.3,0.0,0.0,17.1,,11,6,15,103,3.0
422571,2022-11-13 17:00:00,9.5,0.0,0.0,17.9,,11,6,17,103,3.0
422635,2022-11-13 18:00:00,10.8,0.0,0.0,19.6,,11,6,18,103,2.0
423125,2022-11-14 02:00:00,6.5,0.0,0.0,18.4,,11,0,2,103,1.0
423393,2022-11-14 07:00:00,4.1,0.0,0.0,15.5,,11,0,7,103,1.0
423454,2022-11-14 08:00:00,3.9,0.0,0.0,16.9,,11,0,8,103,7.0
423517,2022-11-14 09:00:00,3.7,0.0,0.0,17.6,,11,0,9,103,15.0
423579,2022-11-14 10:00:00,3.6,0.0,0.0,19.1,,11,0,10,103,8.0
423642,2022-11-14 11:00:00,3.4,0.0,0.0,18.6,,11,0,11,103,1.0
423704,2022-11-14 12:00:00,3.1,0.0,0.0,17.1,,11,0,12,103,13.0
423828,2022-11-14 14:00:00,4.2,0.0,0.0,17.3,,11,0,14,103,8.0
424013,2022-11-14 17:00:00,6.8,0.0,0.0,13.8,,11,0,17,103,1.0
424326,2022-11-14 22:00:00,6.1,0.0,0.0,10.0,,11,0,22,103,2.0
424874,2022-11-15 08:00:00,1.1,0.0,0.0,9.7,,11,1,8,103,10.0
424936,2022-11-15 09:00:00,1.2,0.0,0.0,10.5,,11,1,9,103,4.0
424997,2022-11-15 10:00:00,1.3,0.0,0.0,10.9,,11,1,10,103,2.0
425058,2022-11-15 11:00:00,1.3,0.0,0.0,11.0,,11,1,11,103,2.0
425122,2022-11-15 12:00:00,1.4,0.0,0.0,11.5,,11,1,12,103,4.0
425185,2022-11-15 13:00:00,2.7,0.0,0.0,10.6,,11,1,13,103,4.0
425247,2022-11-15 14:00:00,4.2,0.0,0.0,10.2,,11,1,14,103,3.0
425311,2022-11-15 15:00:00,5.3,0.0,0.0,6.5,,11,1,15,103,3.0
425375,2022-11-15 16:00:00,6.2,0.0,0.0,8.7,,11,1,16,103,2.0
425438,2022-11-15 17:00:00,6.6,0.0,0.0,9.4,,11,1,17,103,1.0
425500,2022-11-15 18:00:00,6.7,0.0,0.0,10.5,,11,1,18,103,3.0
425622,2022-11-15 20:00:00,6.4,0.0,0.0,13.8,,11,1,20,103,1.0
426257,2022-11-16 07:00:00,6.1,1.2,0.0,22.0,,11,2,7,103,4.0
426318,2022-11-16 08:00:00,7.3,0.2,0.0,23.2,,11,2,8,103,4.0
426380,2022-11-16 09:00:00,8.6,0.0,0.0,21.3,,11,2,9,103,11.0
426442,2022-11-16 10:00:00,9.5,0.1,0.0,12.0,,11,2,10,103,6.0
426506,2022-11-16 11:00:00,9.8,0.2,0.0,16.2,,11,2,11,103,8.0
426568,2022-11-16 12:00:00,9.0,0.2,0.0,18.5,,11,2,12,103,2.0
426630,2022-11-16 13:00:00,7.6,0.0,0.0,18.9,,11,2,13,103,4.0
426692,2022-11-16 14:00:00,6.5,0.1,0.0,18.8,,11,2,14,103,2.0
426754,2022-11-16 15:00:00,6.0,0.1,0.0,16.3,,11,2,15,103,7.0
426816,2022-11-16 16:00:00,6.8,0.0,0.0,16.1,,11,2,16,103,3.0
426878,2022-11-16 17:00:00,7.9,0.0,0.0,19.4,,11,2,17,103,2.0
427065,2022-11-16 20:00:00,8.9,0.0,0.0,21.7,,11,2,20,103,1.0
427128,2022-11-16 21:00:00,8.2,0.0,0.0,20.2,,11,2,21,103,2.0
427190,2022-11-16 22:00:00,7.7,0.0,0.0,15.5,,11,2,22,103,1.0
427253,2022-11-16 23:00:00,7.2,0.0,0.0,15.7,,11,2,23,103,1.0
427315,2022-11-17 00:00:00,7.0,0.0,0.0,14.8,,11,3,0,103,9.0
427711,2022-11-17 07:00:00,2.9,0.0,0.0,14.2,,11,3,7,103,1.0
427772,2022-11-17 08:00:00,2.5,0.0,0.0,13.9,,11,3,8,103,11.0
427834,2022-11-17 09:00:00,2.3,0.0,0.0,14.3,,11,3,9,103,8.0
427896,2022-11-17 10:00:00,2.0,0.0,0.0,13.7,,11,3,10,103,1.0
427958,2022-11-17 11:00:00,1.9,0.0,0.0,14.6,,11,3,11,103,4.0
428020,2022-11-17 12:00:00,1.6,0.0,0.0,15.6,,11,3,12,103,7.0
428083,2022-11-17 13:00:00,2.0,0.0,0.0,17.2,,11,3,13,103,1.0
428208,2022-11-17 15:00:00,4.4,0.0,0.0,23.2,,11,3,15,103,5.0
428271,2022-11-17 16:00:00,5.7,0.0,0.0,24.1,,11,3,16,103,1.0
428334,2022-11-17 17:00:00,6.5,0.0,0.0,24.7,,11,3,17,103,1.0
428395,2022-11-17 18:00:00,6.9,0.0,0.0,25.4,,11,3,18,103,3.0
428459,2022-11-17 19:00:00,7.0,0.0,0.0,26.1,,11,3,19,103,2.0
428521,2022-11-17 20:00:00,6.7,0.0,0.0,25.6,,11,3,20,103,1.0
428828,2022-11-18 01:00:00,3.3,0.0,0.0,13.2,,11,4,1,103,1.0
429119,2022-11-18 06:00:00,1.0,0.0,0.0,12.4,,11,4,6,103,1.0
429176,2022-11-18 07:00:00,0.6,0.0,0.0,12.7,,11,4,7,103,9.0
429236,2022-11-18 08:00:00,0.5,0.0,0.0,13.5,,11,4,8,103,11.0
429295,2022-11-18 09:00:00,0.3,0.0,0.0,13.9,,11,4,9,103,23.0
429355,2022-11-18 10:00:00,0.2,0.0,0.0,13.8,,11,4,10,103,15.0
429417,2022-11-18 11:00:00,0.0,0.0,0.0,13.4,,11,4,11,103,5.0
429480,2022-11-18 12:00:00,-0.2,0.0,0.0,13.2,,11,4,12,103,3.0
429543,2022-11-18 13:00:00,0.6,0.0,0.0,14.7,,11,4,13,103,1.0
429605,2022-11-18 14:00:00,1.7,0.0,0.0,17.6,,11,4,14,103,1.0
429979,2022-11-18 20:00:00,5.6,0.0,0.0,22.6,,11,4,20,103,1.0
430041,2022-11-18 21:00:00,5.2,0.0,0.0,16.2,,11,4,21,103,5.0
430289,2022-11-19 01:00:00,2.1,0.3,0.0,17.8,,11,5,1,103,2.0
430642,2022-11-19 07:00:00,0.0,0.0,0.0,11.7,,11,5,7,103,1.0
430702,2022-11-19 08:00:00,-0.6,0.0,0.0,11.4,,11,5,8,103,4.0
430764,2022-11-19 09:00:00,-1.1,0.0,0.0,10.8,,11,5,9,103,9.0
430827,2022-11-19 10:00:00,-1.5,0.0,0.0,10.3,,11,5,10,103,11.0
430890,2022-11-19 11:00:00,-1.8,0.0,0.0,10.6,,11,5,11,103,4.0
430953,2022-11-19 12:00:00,-2.0,0.0,0.0,11.4,,11,5,12,103,5.0
431017,2022-11-19 13:00:00,-0.8,0.0,0.0,12.6,,11,5,13,103,10.0
431081,2022-11-19 14:00:00,0.7,0.0,0.0,13.6,,11,5,14,103,3.0
431144,2022-11-19 15:00:00,1.7,0.0,0.0,14.0,,11,5,15,103,5.0
431270,2022-11-19 17:00:00,3.4,0.0,0.0,16.6,,11,5,17,103,3.0
431395,2022-11-19 19:00:00,3.9,0.0,0.0,19.4,,11,5,19,103,1.0
431581,2022-11-19 22:00:00,2.4,0.0,0.0,7.6,,11,5,22,103,5.0
431765,2022-11-20 01:00:00,0.0,0.0,0.0,8.9,,11,6,1,103,1.0
431890,2022-11-20 03:00:00,-0.8,0.0,0.0,8.2,,11,6,3,103,2.0
432125,2022-11-20 07:00:00,-0.7,0.1,0.0,12.8,,11,6,7,103,3.0
432185,2022-11-20 08:00:00,-0.7,0.0,0.0,13.9,,11,6,8,103,9.0
432246,2022-11-20 09:00:00,-0.7,0.0,0.0,16.3,,11,6,9,103,6.0
432307,2022-11-20 10:00:00,-0.6,0.0,0.0,16.4,,11,6,10,103,5.0
432369,2022-11-20 11:00:00,-0.6,0.0,0.0,16.4,,11,6,11,103,13.0
432431,2022-11-20 12:00:00,-0.7,0.0,0.0,17.2,,11,6,12,103,14.0
432495,2022-11-20 13:00:00,-0.3,0.0,0.0,18.5,,11,6,13,103,5.0
432557,2022-11-20 14:00:00,0.3,0.0,0.0,25.5,,11,6,14,103,1.0
432619,2022-11-20 15:00:00,1.0,0.0,0.0,27.0,,11,6,15,103,1.0
432684,2022-11-20 16:00:00,1.5,0.0,0.0,28.6,,11,6,16,103,1.0
432806,2022-11-20 18:00:00,2.2,0.0,0.0,27.5,,11,6,18,103,1.0
432867,2022-11-20 19:00:00,1.7,0.0,0.0,26.8,,11,6,19,103,1.0
433115,2022-11-20 23:00:00,-0.3,0.0,0.0,15.2,,11,6,23,103,2.0
433240,2022-11-21 01:00:00,-1.2,0.0,0.0,15.2,,11,0,1,103,1.0
433575,2022-11-21 07:00:00,-3.0,0.0,0.0,10.9,,11,0,7,103,6.0
433639,2022-11-21 08:00:00,-3.4,0.0,0.0,10.5,,11,0,8,103,9.0
433700,2022-11-21 09:00:00,-3.6,0.0,0.0,10.5,,11,0,9,103,33.0
433761,2022-11-21 10:00:00,-3.7,0.0,0.0,7.8,,11,0,10,103,20.0
433823,2022-11-21 11:00:00,-3.8,0.0,0.0,9.5,,11,0,11,103,18.0
433885,2022-11-21 12:00:00,-3.7,0.0,0.0,10.4,,11,0,12,103,5.0
433947,2022-11-21 13:00:00,-2.3,0.0,0.0,10.7,,11,0,13,103,13.0
434009,2022-11-21 14:00:00,-0.8,0.0,0.0,11.0,,11,0,14,103,10.0
434071,2022-11-21 15:00:00,0.4,0.0,0.0,12.0,,11,0,15,103,2.0
434319,2022-11-21 19:00:00,3.5,0.0,0.0,15.4,,11,0,19,103,7.0
434381,2022-11-21 20:00:00,3.6,0.0,0.0,15.8,,11,0,20,103,1.0
435025,2022-11-22 07:00:00,1.0,0.0,0.0,14.1,,11,1,7,103,3.0
435086,2022-11-22 08:00:00,0.5,0.0,0.0,12.8,,11,1,8,103,24.0
435150,2022-11-22 09:00:00,-0.1,0.0,0.0,12.1,,11,1,9,103,18.0
435212,2022-11-22 10:00:00,-0.6,0.0,0.0,9.5,,11,1,10,103,17.0
435275,2022-11-22 11:00:00,-1.2,0.0,0.0,9.5,,11,1,11,103,16.0
435340,2022-11-22 12:00:00,-1.7,0.0,0.0,8.6,,11,1,12,103,11.0
435403,2022-11-22 13:00:00,-0.4,0.0,0.0,9.4,,11,1,13,103,21.0
435465,2022-11-22 14:00:00,3.3,0.0,0.0,6.1,,11,1,14,103,2.0
435528,2022-11-22 15:00:00,5.1,0.0,0.0,5.4,,11,1,15,103,4.0
435591,2022-11-22 16:00:00,6.3,0.0,0.0,5.4,,11,1,16,103,1.0
435843,2022-11-22 20:00:00,8.8,0.0,0.0,8.2,,11,1,20,103,2.0
436214,2022-11-23 02:00:00,2.7,0.0,0.0,10.7,,11,2,2,103,1.0
436329,2022-11-23 04:00:00,1.9,0.0,0.0,11.4,,11,2,4,103,1.0
436437,2022-11-23 06:00:00,1.1,0.0,0.0,11.8,,11,2,6,103,1.0
436498,2022-11-23 07:00:00,0.9,0.0,0.0,10.9,,11,2,7,103,6.0
436561,2022-11-23 08:00:00,0.4,0.0,0.0,9.9,,11,2,8,103,12.0
436625,2022-11-23 09:00:00,-0.2,0.0,0.0,8.8,,11,2,9,103,12.0
436687,2022-11-23 10:00:00,-0.5,0.0,0.0,9.0,,11,2,10,103,25.0
436752,2022-11-23 11:00:00,-0.7,0.0,0.0,9.1,,11,2,11,103,28.0
436814,2022-11-23 12:00:00,-0.8,0.0,0.0,8.6,,11,2,12,103,16.0
436877,2022-11-23 13:00:00,0.7,0.0,0.0,9.3,,11,2,13,103,11.0
436939,2022-11-23 14:00:00,5.0,0.0,0.0,8.8,,11,2,14,103,4.0
437002,2022-11-23 15:00:00,7.3,0.0,0.0,8.7,,11,2,15,103,3.0
437129,2022-11-23 17:00:00,9.9,0.0,0.0,7.8,,11,2,17,103,1.0
437380,2022-11-23 21:00:00,10.2,0.0,0.0,8.0,,11,2,21,103,3.0
438154,2022-11-24 10:00:00,-0.5,0.0,0.0,6.0,,11,3,10,103,4.0
438218,2022-11-24 11:00:00,-0.6,0.0,0.0,6.2,,11,3,11,103,6.0
438280,2022-11-24 12:00:00,-0.6,0.0,0.0,6.7,,11,3,12,103,4.0
438343,2022-11-24 13:00:00,0.9,0.0,0.0,8.2,,11,3,13,103,3.0
438406,2022-11-24 14:00:00,4.9,0.0,0.0,5.6,,11,3,14,103,9.0
438469,2022-11-24 15:00:00,6.9,0.0,0.0,4.5,,11,3,15,103,3.0
438657,2022-11-24 18:00:00,10.3,0.0,0.0,6.9,,11,3,18,103,1.0
438781,2022-11-24 20:00:00,10.4,0.0,0.0,6.2,,11,3,20,103,1.0
438908,2022-11-24 22:00:00,7.9,0.0,0.0,7.2,,11,3,22,103,1.0
438972,2022-11-24 23:00:00,6.5,0.0,0.0,7.7,,11,3,23,103,2.0
439035,2022-11-25 00:00:00,5.4,0.0,0.0,9.4,,11,4,0,103,1.0
439432,2022-11-25 07:00:00,3.5,0.0,0.0,10.7,,11,4,7,103,1.0
439493,2022-11-25 08:00:00,3.9,0.0,0.0,9.7,,11,4,8,103,22.0
439555,2022-11-25 09:00:00,4.2,0.0,0.0,9.2,,11,4,9,103,48.0
439615,2022-11-25 10:00:00,4.6,0.0,0.0,9.8,,11,4,10,103,16.0
439677,2022-11-25 11:00:00,5.2,0.0,0.0,10.9,,11,4,11,103,23.0
439738,2022-11-25 12:00:00,5.7,0.1,0.0,10.7,,11,4,12,103,4.0
439800,2022-11-25 13:00:00,6.2,0.3,0.0,11.6,,11,4,13,103,15.0
439862,2022-11-25 14:00:00,6.8,0.2,0.0,11.1,,11,4,14,103,4.0
439924,2022-11-25 15:00:00,7.8,0.4,0.0,12.3,,11,4,15,103,6.0
440049,2022-11-25 17:00:00,7.8,0.5,0.0,14.2,,11,4,17,103,3.0
